Title,Date added,Template,Cycle,Session,State under Review,State under Review - Regional Group,State under Review - Organisations,Recommendation,Recommending State,Recommending State - Regional Group,Recommending State - Organisations,Action Category,Response,Issues,Geolocation,Documents,Attachments,Published
95.21,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Albania,EEG (Eastern European Group),"OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Ensure that lesbian, gay, bisexual, transgender and intersex persons are protected from stigma and discrimination in access to health care by, inter alia, introducing training on the rights of lesbian, gay, bisexual, transgender and intersex persons for all health personnel and awareness-raising campaigns on equal access to health care",Portugal,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",4 - General action,Supported,"Sexual Orientation and Gender Identity|Right to health|Human rights education and training",,,,Published
95.20,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Albania,EEG (Eastern European Group),"OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Take effective measures against persisting discrimination against lesbian, gay, bisexual, transgender and intersex persons, ensure non- discriminatory access for such persons to health services and introduce education about lesbian, gay, bisexual, transgender and intersex persons into the school curriculum",Czechia,EEG (Eastern European Group),EU (European Union),4 - General action,Supported,"Human rights education and training|Sexual Orientation and Gender Identity",,,,Published
95.19,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Albania,EEG (Eastern European Group),"OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Promote and protect the human rights of lesbian, gay, bisexual, transgender and intersex persons and take measures to combat structural discrimination",Iceland,WEOG (Western European & Other States Group),,4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
95.18,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),33 - May 2019,Albania,EEG (Eastern European Group),"OIC (Organisation of the Islamic Cooperation)|OIF (Organisation internationale de la Francophonie)","Fight discrimination against persons belonging to minorities, including lesbian, gay, bisexual, transgender and intersex persons, and accelerate the adoption of legislation for the application of the laws on persons belonging to minorities, persons with disabilities and free legal aid",France,WEOG (Western European & Other States Group),"EU (European Union)|OIF (Organisation internationale de la Francophonie)",4 - General action,Supported,"Sexual Orientation and Gender Identity|Minority rights|Disability rights",,,,Published
38.231,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Review the law on marriage and the family to guarantee equality to same-sex couples,Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",3 - Considering action,Noted,Sexual Orientation and Gender Identity,,,,Published
38.229,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Adopt marriage equality legislation, extending full marriage rights to same-sex couples",Iceland,,,5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
38.109,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Develop legislation against discrimination on the grounds of sexual orientation and gender identity,Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",5 - Specific action,Supported,Sexual Orientation and Gender Identity,,,,Published
38.99,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Explicitly include “sexual orientation” and “gender identity” as forbidden grounds of discrimination in the revised Labour Code and other relevant laws,Norway,WEOG (Western European & Other States Group),,5 - Specific action,Noted,"Sexual Orientation and Gender Identity|Labour rights",,,,Published
38.98,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)",Legalize same-sex marriage before the next review,Netherlands,WEOG (Western European & Other States Group),EU (European Union),5 - Specific action,Noted,Sexual Orientation and Gender Identity,,,,Published
38.97,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Viet Nam,Asia (Asian Group),"ASEAN (Association of Southeast Asian Nations)|OIF (Organisation internationale de la Francophonie)","Take further steps to ensure the protection of all vulnerable groups in society including lesbian, gay, bisexual, transgender and intersex persons",Malta,WEOG (Western European & Other States Group),"EU (European Union)|Commonwealth",4 - General action,Supported,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
91.29,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Implement specific measures to combat all forms of discrimination, including discrimination based on sexual orientation and gender identity, in order to guarantee the enjoyment of rights by lesbian, gay, bisexual, transgender and intersex persons",Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
91.28,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Continue working to consolidate the civil rights of persons belonging to the lesbian, gay, bisexual, transgender and intersex community",Spain,WEOG (Western European & Other States Group),"EU (European Union)|OEI (Organisation of Ibero-American States)",2 - Continuing action,Noted,"Sexual Orientation and Gender Identity|Disability rights",,,,Published
91.27,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Make further efforts to protect lesbian, gay, bisexual, transgender and intersex persons and integrate them into society",Iceland,,,4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
91.26,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Enhance the rights of lesbian, gay, bisexual, transgender and intersex people by protecting them effectively from violence and discrimination",Germany,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
91.25,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Strengthen measures to eradicate all violence and discrimination and promote inclusion, in particular with respect to women, persons with disabilities and lesbian, gay, bisexual, transgender and intersex persons, as well as to protect their rights",Chile,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)",4 - General action,Noted,"Sexual Orientation and Gender Identity|Women's rights|Disability rights",,,,Published
91.24,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Put in place measures, including anti-discrimination measures and awareness-raising campaigns, to eliminate discrimination and violence against lesbian, gay, bisexual, transgender and intersex persons",Canada,WEOG (Western European & Other States Group),"OAS (Organisation of American States)|OIF (Organisation internationale de la Francophonie)|Commonwealth",4 - General action,Noted,Sexual Orientation and Gender Identity,,,,Published
91.18,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Vanuatu,Asia (Asian Group),"PIF (Pacific Islands Forum)|OIF (Organisation internationale de la Francophonie)|Commonwealth","Fully incorporate the principle of equality between women and men and the prohibition of discrimination based on sex and gender, covering direct and indirect discrimination in both the public and private spheres",Ukraine,EEG (Eastern European Group),CIS (Commonwealth of Independent States),5 - Specific action,Noted,"Sexual Orientation and Gender Identity|Women's rights",,,,Published
118.148,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)","Continue efforts aimed at addressing gender-based violence and discrimination against vulnerable groups, including lesbian, gay, bisexual, transgender and intersex persons",Malta,WEOG (Western European & Other States Group),"EU (European Union)|Commonwealth",2 - Continuing action,Supported,"Sexual Orientation and Gender Identity|Women's rights|Disability rights",,,,Published
118.101,2020-03-03,Recommendation,Cycle 3 (2017 - 2021),32 - January 2019,Uruguay,GRULAC (Group of Latin American & Caribbean States),"OAS (Organisation of American States)|OEI (Organisation of Ibero-American States)","Align comprehensive sexual education programmes with international standards, taking into account key sexual and reproductive health rights and sexual orientation and gender identity issues, and ensuring the consistent implementation of these programmes across the educational system",Netherlands,WEOG (Western European & Other States Group),EU (European Union),4 - General action,Supported,Sexual Orientation and Gender Identity,,,,Published
